description,fraudulent
"Balanced Labs is a brand new, well-funded company with teams in San Francisco and Sydney.Â We are creating new tools for modern accountants and the customers they serve. Designing software for web, mobile, tablet, desktop, maybe even your refrigerator if you can make a good argument for it. We have lots of ideasâ€”some of them rather ambitiousâ€”and that's where you come in.We're looking for a solid digital product designer to workÂ directly with the VP of Design in Sydney, bashing around ideas to come up with the best damn things we can. From sketching, prototyping concepts, testing with real people, and iterating refined visual designs, you will cover all aspects of designing a new product and working with the team to bring it to market.This is a rare opportunity to start on a product from the very beginning so you'll be able to significantly influence the direction, visual style and outcome.",0
"The suport of Â the retail sports betting development and customer lifecycle department in order to achieve the retail sports betting customer lifecycle KPIâ€™s, most specifically the loyalty, average time spent in shops, cross and up selling indicators.Major responsibilities:Â Assists the Head of retail sports betting development and customer lifecycle in forming the customer lifecycle and CRM strategy for the retail sports betting productWorks closely on theÂ  Customer lifecycle strategy Â implementation for the retail sports betting product to include average time spent in shops growth, loyalty scheme, shop promotions and incentives, cross and up selling, shop merchandize management (themes, front window and in-shop promos, promoters, etc.)Â Overlooks the retail sports betting product content managementContributes in the Creation of Â customer insight and competitor research reports",0
"About the jobThe product engineering team are responsible for building features, improving existing features, experimenting, maintaining product quality, and improving product performance. You'll join a very experienced and talented team of other engineers (ex Google, Amazon, Facebook, Apple, Yammer). Our focus is on shipping quality product fast, with a strong bias for simplicity and appreciation for good software craftmanship.Â Our entire product team is colocated in Dublin, so you'll own the most important and challenging projects for our business, and work face to face with all the people you need to succeed.Â To be a good fit, you should:thinkÂ big and boldenjoy moving fast (we continuously deploy to production, in minutes, dozens of times a day)obsess about our product and the challenges our customers faceobsess about the quality of the work you producesweat the little details, and be self motivated to spot ways to improve what you're producing, not relying on others to do sobeÂ proudÂ of what you work on and what you shipIntercom is a great place to work. We care about people (you, our customers, our team mates), not resources or budgets, or rules.Â Technologies we use todayWe mostly use Ruby/Rails, java, ember, storing data in MySQL, MongoDB, Redis, Solr, StatsD and Graphite. We make extensive use of AWS, including EC2/VPC/ELB/AutoScaling/S3/SQS/RDS/ElasticCache/Cloudfront - automated using an internally developed tool that manages our continuous deployment.Experience in our day to day toolset is a plus but is, by no means, a requirement. Good people will adjust quickly and have fun learning something new or helping us learn something new.Types of people we're interested inOut and out front-end engineers: love Javascript/CSS, write it well, obsess about details/interactions/delighting usersServer side engineers, who obsess about writing clean/maintainable code, and enjoy worrying about scale, availability, and designiOS and Android engineers: You are hell-bent on delivering amazing native experiencesGeneralists who are happy to and enjoy working on everything from infrastructure to cssSchool or college grads who want to take an awesome first step in their career and be surrounded by passionate, experienced peopleThe type of projects you could work onAt Intercom, we'll challenge and support you to do the best work of your career.Â Some examples of the types of projects you could work on:Design and implement new ways to visualize the huge amounts of data collected by Intercom, to provide actionable insight to business ownersImplement a system to help business owners Multi-variate test their messages. (Intercom sends millions of these messages every month)Building mobile apps so users can experience the magic of Intercom outside the browserSpend every waking hour improving/obsessing/iterating on Intercom's message composer, to make it the most beautiful, simple, easy to use / powerful way to communicate with your usersTake charge of ensuring our API gives people the most powerful and complete access to their data within Intercom, and facilitate growth of our wide ecosystem of integrations and clients. (Our API is hit millions of times daily)About IntercomIntercom (#URL_cb674f93cbcd215a3a0a57a8615a565545949eead8adbbc73307c26d6a6af81b#) is a simple, personal messaging service for businesses and their customers. It provides a single, integrated platform for the whole company to use for support, marketing, product, sales communication and more.Weâ€™re on a mission to make web and mobile business personal. We believe that the future of customer communication requires not increasingly complex, impersonal point solutions, but rather a simple, seamless platform that applies innovations found in consumer services like Facebook and WhatsApp.Founded in late 2011, Intercom has raised over $30 million in venture capital and is backed by leading investors, The Social+Capital Partnership and Bessemer Venture Partners. Intercom has been adopted by thousands of businesses, including Heroku, Hootsuite, Rackspace, Yahoo! and Perfect Audience. Our customers love the product:Â #URL_18cc302f4e0f1dac521853b2a6ae109ebbe44c6130d31eb0413535ba71e2f42f#We like big thinkers with small egos who believe in our goal to build a uniquely impactful, long-lasting tech company. Our vision is to fundamentally change forever how Internet businesses and their customers communicate.",0
"Sr. PHP developerExperience : 4-10 yearsLocation : New York, NYExpertise in :Php,PostgreeSql,JavaScript .Heavy experience in REST",0
"Job SummaryUnder the direction of the Center Education Coordinator, this position is responsible for providing comprehensive services in compliance with program guidelines, policies and procedures, preparing lesson and activity plans, integrating the curriculum into the overall education program, assessing and screening children's learning and conducting assessments, establishing Individual Learning Plans, maintaining active supervision of children, communicating and working with parents on children's development, and conducting home visits and parent conferences.Essential Functions (Not All Inclusive)Responsible for the development of weekly lesson plan in accordance with an approved curriculum.Implements daily classroom schedules and activities.Â Assists children with social and emotional development by providing positive guidance.Facilitates parents and volunteers professional development through orientation, modeling, coaching, mentoring and providing opportunities to practice skills.Coordinates the Head Start classroom environment by integrating information and services from all Head Start Service areas and community partners.Ensures an attractive, safe, and healthy learning environment.Ensures appropriate health and safety practices in the classroom by conducting the childrenâ€™s daily informal health checks.Responsible for setting up and conducting at least two home visits and two center conferences annually, and generating the centerâ€™s parent newsletter.Is available at least one evening per month, and/or as needed to assist with Center Parent Meetings, conferences and home visits.Maintains, updates, and appropriately follows through on all paperwork in a timely manner.Observes each child on a regular basis in all areas to establish an Individual Learning Plan (ILP), writing specific goals to achieve measurable outcomes.Utilizes Teaching Strategies Gold online as assessment tool.Attends required training and meetings designated through training assessments.Responsible for maintaining childrenâ€™s classroom files, equipment, and supplies, personal credentials and training records.Must be able to relate to and communicate with people of varying multi-ethnic and socio-economic backgrounds.Â ",0
"We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Norwalk, CT location.Responsibilities include, but are not limited to:Coordinate work for Customer Service Associates.Process mail, deliver mail, scan in/out packages and deliver mail/packages.Run mail meter and inserter equipmentHandle time-off requests and day-to-day processes of the teamHelp resolve employee and customer concerns/issuesAdministrative services/processing large volume reports using excel and assisting manager with quarterly business reviewsLift large bundles of mail and make mail deliveriesHandle time-sensitive materialPerform duties and special requests as assigned by managementBalance workload; provide guidance and direction to team; serve as focal point for communication with customer and company personnelEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careEnsure adherence to business guidelines, safety &amp; security proceduresResponsible for all aspects of equipment; make appropriate equipment recommendationsProvide constructive feedback and recognition to teamSupport financial results by minimizing site waste and rework",0
If you have experience in financing for auto sales and a great attitude you can work in our Hazelcrest office.Â  From $500 top $1000 a week by contract.,1
"The Service Delivery Associate will be based in New York, NY. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Answering and directing calls in a timely and professional mannerLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages",0
"Offshoot Inc. is looking for candidates with a solid understanding of Quickbooks and Quickbooks Online. The part time position will require approximately 24 hours per week, split in to 3 eight hour shifts or, 4 six hour shifts.Offshoot Inc. has been in operation for 10 years in the web-development industry. We bill clients for both contract work and software as a service (SaaS) on a recurring basis.Responsibilities will include:Accounts payable/receivableSales InvoicingDetailed job cost trackingBanking - Bank reconciliations and make physical depositsAll required government remittances : HST, EHT, WSIBBi-weekly PayrollÂ Monthly reportingYearend file preparation for external accountants",0
"SmartBrief seeks freelance writers for morning shiftsCan you condense a complex article in two sentences?Â Can you meet multiple daily deadlines?Â SmartBrief is seeking freelance writers to help create daily e-mail newsletters across multiple industries, including media, health care, education, energy and food &amp; beverage. If you're available overnight or earlier than 5 a.m., we view that as a bonus and may have even more opportunities for you. These positions are for about 2-4 hours of freelance writing each weekday.Â What we're looking for: someone who thrives in a fast-paced, deadline-intensive, newsroom-style work environment. The ideal candidate has worked as a writer or editor for a newspaper, trade journal or industry publication with multiple daily deadlines. Our briefs summarize the top stories of the day for dozens of industry associations, and our freelancers work with our editors to shape that content. YouÂ will notÂ be reporting or writing long-form articles in this position!Â Applicants will be asked to complete a timed writing test. This position is a telecommuting position.Â Job Duties:Â·Â Â Â Â Â Â Â Search the Web to locate news articles and other information sources of interest to senior executives.Â Â·Â Â Â Â Â Â Â Select and summarize online articles, studies and other information for use in e-mail publications.Â Â·Â Â Â Â Â Â Â Use online publishing tools to create e-mail newsletters and other content.",0
"At VML, testing is an integral part of our software development process. Beyond merely a final quality assurance check before a project goes out the door, we assure quality by building in testing and planning for testing from day one of our projects. Using both manual inspection and automated methods, our software has been tested thousands of times before going live. The increasingly complex high availability â€“ high performance web applications, mobile sites and applications and digital experiences we build require quality software engineering and the VML system testing team is our backstop to make sure our development is as good as can be.As such VML are looking for a Junior System Test Analyst to join our team and help improve the quality level even further. We are looking for someone who is passionate about testing and quality. As a Digital Agency, the range of VMLâ€™s products include everything from eCRM and eNewsletter campaigns, social networking apps, complex mobile websites as well as some of the UKâ€™s most popular websites, and as part of our testing team you will be working across all of these, often at the same time!",0
"NFP HR Services (part of National Financial Partners) is leading this search effortÂ on behalf of Charon Planning, an NFP member firm.Â  Charon Planning is recruiting several Benefits ConsultantsÂ to join their team of professionals with these positions being based in the Warrington, PA office.Â Charon Planning, a growing employee benefits consulting and brokerage firm and recipient of The Philadelphia Business Journalâ€™s Best Place to Work for the past seven consecutive years, is seeking to fill two Benefits Consultants positions.Â  The successful candidates will join an experienced team that partners with clients to design, implement and manage their employee benefit programs.Â  Strong presentation and client relationship building skills, financial aptitude, solid attention to detail and seasoned analytical ability are the key skills that a successful benefit consultant should possess.Â  Candidates should have benefit experience including but not limited to group benefits.Â Â Responsibilities will include but are not limited to:Implementation and day-to-day administrative oversight of all employee benefit products, including medical, prescription, dental, vision, basic life insurance, supplemental life insurance, short-term disability, long-term disability and voluntary/worksite benefit offeringsDeveloping and maintaining multiple client relationshipsPreparing renewal reports and other strategic reports to include making recommendations and identifying alternative approachesFinancial analysisDeveloping self-funded conventional equivalent ratesBudget vs. actual tracking/reportingClaims and utilization analysisPreparing RFPs and analyzing resultsAnalyzing self-funded medical and PBM proposalsAdministration/technology guidance and implementation supportCompliance oversight and supportResolving claims, billing and other service issues",0
"DocDoc are searching for a creative, talented and enthusiastic professional in Digital Marketing. You will lead, build, and execute marketing strategies to continue our path to creating a dominant, regional leader in healthcare.You will be responsible for and provide the direction to develop online marketing campaigns, defining the DocDoc online appearance and attractiveness.Â ResponsibilitiesManage and report DocDocâ€™s various digital marketing channels. These include Google SEM, Google Display Network,Â Re-marketing, Yahoo / BingÂ SEM, Newsletter, Referrals, Social (Facebook, LinkedIn, Google+, Youtube etc).Manage and report DocDoc Concierge hotline and Live Chat support.Identify the least expensive but most powerful and profitable keywords for DocDoc website.Prepare weekly marketing dashboard and make recommendation.Track and improve company's organic search results.Manage individual(s) in charge ofÂ doctor profile pages,Â SEO content for blogs and websites, andÂ landing page creation.Implement on-site and off-site SEO initiatives such as internal and external link building, landing page creation, keyword density, etc.Evaluate traffic, landing page quality, content, design, doctor profiles and social pages.Consult with independent web designers for banner ad creation and landing page design.Provide digital marketing support to DocDocâ€™s Medical Tourism campaign.Strategize and implement patient retention schemes and management of customer feedback.Manage companyâ€™s intellectual property which include various business accounts and domainsKey Performance IndicatorsMaximize Number of Patient Bookings.Minimize Cost of Patient Acquisition.Increase SEM, Organic, Display channel Conversion Rate.Increase Web, Mobile Page, Mobile Application Conversion Rate.Increase Concierge Hotline and Live Chat support Conversion Rate.Increase Patient Retention Rate.Decrease Booking Turnaround time.About DocDocDocDoc was founded to transform the healthcare experience enabling improved accessibility and promoting informed patients within Asia Pacific's difficult to navigate healthcare markets.We provide a free service that enables patients to find a nearby doctor or dentist, to credibly research and understand their clinical interests and specialties, assess their academic credentials and achievements, and instantly book an appointment via any internet-connected device.DocDoc is founded by veteran professionals from both the Healthcare and Technology industries and funded by some of the most successful tech entrepreneurs such as 500 Startups (leading Silicon Valley venture capital firm led by Dave McClure, formerly with PayPal and Facebook), and Michael Brehm (Founder of Rebate Networks, Business Angel of DailyDeal which was acquired by Google, brands4friends acquired by eBay, and scoreloop acquired by RIM).Other notable investors include Jungle Ventures, William Hawkins, (former CEO of Medtronic), Koh Boon Hwee (former Chairman of DBS bank, Singtel, and Singapore Airlines), Yoh Chi Lu (Founder and Chairman of Biosensors International) and Hyder Ahmed (CEO of Broadpeak Investments).",0
"We're open to recruiting a variety of skill sets: developers, designers, marketers, customer service, office assistant.Â Anyone that is passionate about what we do and wants to help.Paid opportunity. Rates depends on the person.",0
"Play with kids, get paid for itÂ Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply todayÂ ",0
"City / Location : Any Hub City in the USAÂ Join one of the fastest-growing and best Business Intelligence (BI) companies in North America.Â  We are BI experts â€“ passionate about BI â€“ and are looking for seasoned, professional, ethical, and dynamic sales people. We need sales professionals that are eager to join a rapidly growing team, bring their creativity and ideas, and be handsomely rewarded for their successes.Â Visual BI is the nationâ€™s most innovative Business Intelligence and Analytics firm and a premier partner of SAP in the BI space. Â Visual BI partners with clients to bridge the traditional information gap by delivering industry leading BI competency in a flexible and scalable solution model. Â We invest in Global BI talent, which is supported by a team that is structured to focus on improving ourÂ client's BI adoption rate whileÂ delivering faster, deeplyÂ informative andÂ more cost effective BI solutions.Ideally, this person would have over 8 years of verifiable professional sales experience that includes 3+ years selling SAP or BI professional services and software.Â  Must have a successful track record in meeting and exceeding quotas or expectations.Â ",0
Government funding is only available for 16-18 year olds only.Perfect role for school leavers.This is a fantastic role for those looking to start their career in Business Admin. During the first 12 months you will work towards a Level 2 Business Admin NVQ and then be kept on in a permanent position.Â You will be working for a claim management company and the role will involve:-Working as part of a team-Working to specific deadlines-Banking payments-Getting references-Putting together monthly reports-Working on the receptionIdeal candidates will be focused and confidentIf you are motivated and career minded please apply now.,0
"Jr. QA EngineerExperience :1-5 yearsLocation : Atlanta, GeorgiaWorking Experience with QA automation tools (Selenium, etc.) Experience with test development on web applications Familiarity with Perl, or VBScript, or Windows Powershell Knowledge of SQL, Flex/ActionScript is a plus Having experience with agile methodology is a plus",0
"Riverside Technology, inc. (Riverside), recognized internationally for providing innovative engineering, science, and information technology solutions to Federal and state agencies, private companies and international organizations, has an immediate opportunity for a Project Coordinator located at our headquarters in Ft. Collins, Colorado.THE POSITIONThe Project Coordinator provides project management support for environmental engineering and scientific projects. The successful candidate is responsible for being familiar with project objectives and the role and function of each team member to effectively coordinate the activities of the team.Â The Project Coordinator communicates with project managers and/or other functional managers regarding status of specific projects.KEY RESPONSIBILITIESAssists in preparation, management, and execution of project plans utilizing various tools such as MS Project, Excel, SharePoint, etc.Tracks project schedules in support of project managers.Supports project managers with resource allocation and helps to identify resource shortages and resolve conflicts across projects.Supports project managers with written and oral project status reporting internally and externally.Responsible for gathering and preparing project data pertaining to resource management, budget adherence, etc.Ensures that all Riverside project management standards are followed and makes suggestions for improving processes and procedures.",0
"Job SummaryAssistant Coach is responsible for assisting the head coach with organizing the Softball program at Menlo College. Position assists with conducting practices, motivating students, and instructing student athletes in game strategies and techniques.Â Â Essential DutiesAssists the head coach with instructing players in the rules, regulations, equipment, and techniques of the sport.Organizes and directs individual and small group practice activities/exercises as directed by the head coach.Assesses playerâ€™s skills, monitors players during competition and practice, and keeps the head coach informed of the athletic performance of students.4. Assists with determining game strategy.5. Assists the head coach with supervising athletes during practices and competition.6. Follows established procedures in the event of an athleteâ€™s injury.7. Models sports-like behavior and maintains appropriate conduct towards players, officials, and spectators.8. Maintains the equipment room in orderly condition and assumes responsibility for its security.9. Distributes equipment, supplies, and uniforms to students as directed by the head coach.10. Assists the head coach with submitting a list of award winners at the end of the season.11. Participates in special activities to include parentâ€™s night, banquets, award nights, and pep assemblies.12. Performs support tasks such as distributing and maintaining eligibility forms, emergency data cards, and other related records.13. Models nondiscriminatory practices in all activities.14. Participate in any team fundraising, retreats, travel, and charity events.Â Other DutiesAttends staff development meetings, clinics and other professional activities to improve coaching performance.Performs any other related duties as assigned by the Head Softball Coach, Athletic Director, &amp; Principal or other appropriate administrator.3. Some office duties and recruiting activities may also be expected.Â ",0
"About BluebridgeBluebridge is a leading software as a service (SaaS) companyÂ that provides mobile tools to help organizations engage and communicate with their audience and communities.Â We work with organizations to help them connect their content with people's pockets through compelling, full-featured mobile apps, as well as a suite of services including mobile strategy, push notifications, mobile analytics, unlimited training and support and more. We serve as the mobile engagement tool for the organizations we serve. We love helping our customers create awesome, polished apps so they can better communicate.Weâ€™re recruiting our ""foundation"" marketing team to help us grow more quickly and take advantage of a massive market opportunity. Bluebridge is based in Fishers, IN where we have a rapidly growing team of 25+ - we've tripled in size the last 18 months! With awards from Techpoint MIRA Awards (2013 winner), 2014 Indiana Companies to Watch and several others, to press from the Washington Post, Associated Press and others, Bluebridge is a dynamic and fast-growing company with big plans and an even bigger market opportunity.Â The RoleBluebridge is looking for a results-driven and strategic Marketing Director. Your primary responsibility will be to develop, differentiate, and create market demand for Bluebridge mobile solutions. Your effectiveness will be evaluated by your results: the ability to deliver Marketing Qualified Leads and Marketing-Sourced/Influenced Revenue.You are an executive-level thinker, and have great line-level execution. You will help us build our campaigns, strategies, and marketing programs. The old-style Marketer was someone who was very creative, but not necessarily a process-driven or data-centric person. You are the new breed of Marketer; you are data-driven and your strengths in creativity come from developing and optimizing programs that get heard by the customer amidst the noise.In the early days, youâ€™ll be willing and able to roll up your sleeves and get results.Your Prefered Work Tasks:You love organizing resources, including people, to achieve lofty goalsYou compulsively communicate a vision for the futureYou canâ€™t help but prepare a systematic plan to achieve the visionYou get your thrills solving system-level problemsYou make the quick, tough decisions needed to move forward effectivelyPreferred Work EnvironmentFast growing, with continual new challengesHas people who drive hard to meet goalsOffers organized and efficient tasks, resources, and peopleHas people who are task-oriented and focused on achieving their goalsFosters competition and rewards achievementThe Ideal CandidateTalent stewardship: able to attract, grow and retain talented employees and lead the team to become a high performing, highly engaged marketing organization.Ability to manage complexity and ambiguity: you work best with diverse teams and have the ability to coordinate and execute on multiple projects at once.The ideal candidate will be goal and action-oriented, analytical, highly organized, discerning and strategic.An undeniable passion for marketing and the impact it can have on the growth of an organization when implemented and tracked effectively.You want to market best-of-breed, world-class mobile products with a team of passionate, intelligent and committed team members.You have the ability to develop a deep understanding of the needs of Bluebridge buyers and influencers, draw valuable insights from a variety of sources and effectively communicate those insights to others.You have the data and analysis chops to backup your decisions. You make data-driven decisions, always backing up your campaigns with real-world data.",0
"Green Streetâ€™s Advisory and Consulting group is a dynamic, widely respected team that is looking to add associates toÂ Â Â Â Â Â Â Â Â Â Â Â Â Â  support its growth and success.Â  The associate position provides a terrific opportunity for highly motivated individuals to get involved in a variety of projects spanning the commercial real estate spectrum including apartments, office, industrial, hotels, malls, shopping centers, and health care. Clients include large owners and developers, non-traded REITs, operating companies with sizeable real estate holdings, pension funds, hedge funds, and other private and public market real estate investors. Services provided by the group include strategic planning, valuation, transaction advisory, industry bench marking, and tactical investment advice. The members of the Advisory &amp; Consulting Group all have MBAs from top-tier business schools.The associate role is fast-paced, demanding, and requires someone willing to roll up their sleeves to get the job done, often under a tight time frame. Green Streetâ€™s reputation in the commercial real estate industry is top notch, and we are looking for individuals who are ready to take on responsibility and learn fast.The day-to-day job will include:Creating and updating critical slides used for client and business development presentationsDistilling complex financial information into user-friendly presentation formatsBeing told â€œWe need information on XYZâ€ and figuring out where it is and how to get itMaintaining, developing, and auditing financial models primarily utilizing Microsoft ExcelManaging databases, including updating and maintaining data in our proprietary internal systemsCompleting ad hoc projects that constantly arise in our rapidly expanding pipeline of businessÂ ",0
"General Purpose of the Job:The position of a Collector II is to provide inbound call coverage and place outbound collection calls to assist borrowers in receiving the delinquency of the account, or providing answerâ€™s to borrowers account related questions.Â Duties and Responsibilities:Ensure performance standards and goals are achieved.Answer incoming calls from borrowers in order to assist/resolve customerâ€™s requests.Detailed review of loan status and borrower situation to resolve all areas of delinquency.Detailed documentation of calls, research and resolutions.Other duties as assigned by management.Â Inbound CustomerProvide Inbound Customer Service, answering the borrowerâ€™s questions regarding their account while ensuring any delinquencies are discussed and addressed.Customer Service Responsibilities and key focus areas.â€•Â Â  Tax and Insurance questionsâ€•Â Â  Surplus Check handling processÂ Outbound CollectionsPlace outbound collections calls on accounts 60+ days delinquent through pre-foreclosure.Provide creative and innovative strategies to resolve the delinquency on the account.Complete manual campaigns as required by management.Provide account resolution strategies on all pre-foreclosure accounts ensuring the cohesive communication with the Default groups.Ensure and Policies and Procedures are followed.Â Investor RequestsPlace manual calls pertaining to investor specific solicitations.Â Position Parameters:a.Â Â Â Â Â Â  Decision-making responsibilities: Â Â Provide account resolution strategies for accounts 60+ days past due in Pre-foreclosure.Problem solving responsibility: Provide account resolution strategies for accounts 60+ days past due to accounts in Pre-foreclosure.Working relationships and contacts:Â  Ensure performance standards and goals are achieved.Impact/importance of function: The Collector II is at the forefront of the organization which has direct impact on the reputation of the company.Â Â ",0
"Job OverviewApex is an environmental consulting firm that offers stable leadership and growth, views employees as valuable resources, and rewards success with competitive pay, incentive bonus plans, and ownership opportunities. We are seeking a self-motivated, multi-faceted Construction Project Manager to join our team in Burnsville, MN and become an integral part of our continued success story.ResponsibilitiesThe primary day-to-day responsibility for this position is to provide stormwater project management in the states of MN, ND, SD, NE, and IA, including management of field staff, management and hands-on performance of field work, equipment operation, labor, project estimating and proposal preparation, and safety program leadership.QualificationsPosition requirements include 7-10 years of construction experience with repair and construction of stormwater infrastructure (concrete structures, piping, detention and retention ponds). The position also requires experience with direction of field crews, laborers, and superintendents; operation of heavy construction equipment (skid loader, excavator, dozer, etc.);experience with operation of commercial mowing equipment; experience with concrete layout and construction (flatwork, curbing, and pour-in-place structures), erosion control techniques, products, and applications; sediment and vegetation control, general carpentry and plumbing; experience with driving pickups/construction equipment trailers, use of pickups/equipment trailers; use of variety of hand construction tools and hands-on labor. Must have experience in both office and field setting. Strong writing/grammar skills and Microsoft Office (Word, Excel) skills are required. A good record and understanding of safe work practices are essential. Bachelor's degree is strongly desired, but not required. OSHA 40- hour HAZWOPER training, environmental remediation and spill response experience, confined space certification/experience, and herbicide applicator certification/experience are strongly desired, but not immediately required.Want to join a team of talented scientist, engineers, and managers? Submit your resume for consideration today!About ApexApex is a customer-focused company that delivers environmental, health, safety and engineering services to over 700 clients across the United States and abroad. Driven by an entrepreneurial spirit and a dedication to providing responsive, cost-effective solutions, Apex has grown rapidly since our founding in 1988.Working in partnership with our public and private sector clients, our team of over 300 employees provides services tailored to support each customerâ€™s unique goals and objectives. By blending strong technical skills, business acumen, and superior customer service, we are able to deliver creative solutions that deliver high quality results at low cost.From commercial and industrial firms to construction, petroleum, and utility companies to financial institutions and government clients, Apex has extensive experience in a wide variety of industries. Our corporate professional resume includes proven capabilities in the areas of water resources, remediation and restoration, assessment and compliance, industrial hygiene, health &amp; safety, utility infrastructure, land development and engineering, among others.Ranked in the Top 200 Environmental Firms by ENR Magazine, ranked among the Top 500 Design Firms by ENR Magazine, awarded the 2011 National Environmental Excellence Award for Environmental Stewardship by the National Association of Environmental Professionals, and selected as a 2010 Hot Firm by the Zweig Letter, come join our award winning team.Other InformationApex is an entrepreneurial firm, and ensuring that our senior managers are able to move unencumbered is our priority. We are a successful and growing mid-sized firm. Weâ€™re small enough that our employees still have access to our leadership, and itâ€™s easy for high-performers to be recognized for their contributions and advance without bureaucracy. With 30 office locations, weâ€™re big enough to provide comprehensive environmental consulting and engineering services to our diverse client base and to provide resources to our employees to help in their professional development. We offer incentive bonus plans and ownership opportunities for our successful managers.Join Apex on facebook and stay connected! Search fan pages for Environmental Consulting from Apex Companies to receive instant updates when new career opportunities become available; for access to industry information on the latest environmental technologies, regulatory news, and events; and to be kept up to date on Apexâ€™s new projects, special happenings, and community activities.Apex Companies, LLC is an Affirmative Action/Equal Opportunity Employer",0
"The Customer Service Technical Specialist. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities include:Production Print operations â€“ maintains a working knowledge of all production print and copy equipment on site.Operates various Production scale printers and organizes the daily print flow.Assists technical support and onsite techs with trouble shooting and basic maintenance.Perform any and all duties as assigned by management to include; mail services, reprographics services, fax services, and messenger services.Establish operating procedures and quality standards.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operatorsâ€™ manual for set equipment.Follow start-up, shutdown and clean-up procedures for equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.Create excel spreadsheets, mail merge projects and word documentsComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (answer phones, outgoing shipments, etc)Shipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned",0
"The salary is open, DOE. This role manages 4 Data Analysts.The individual in this position will be responsible for managing the team carrying out production data quality management responsibilities associated with the flow of data to our Investment Data Warehouse and downstream data marts used in both internal and external reporting.Â Â  This role requires 8+ years of data management and governance experience, advanced knowledge of financial markets and proficiency in the use of technology tools to interrogate large volumes of data across multiple source systems and environments.Â Â  It involves conducting root cause analysis of data exceptions, responding to end user inquiries, participating in testing system enhancements and engaging in continuous DQM process improvement.Â  The individual in this position must also be able to communicate effectively with business, operational and technology staff.Â RESPONSIBILITIES:Manage a team of associates responsible for data warehouse DQM.Monitor production data quality respecting established procedures and introduce new controls as needs evolve. This includes monitoring automated reconciliation and exception reporting for all data feeds and following up with data providers, data owners and IT staff as necessary.Manage the repair data on an exception basis.Â  Analyze root cause for data issues using query tools to trace data flow back to the source system and data owner.Â Communicate data issues to data owners in order to make changes in source systems whenever possible.Respond to inquiries from users of the data and resolve data quality questions or concerns.Maintain the data dictionary, entitlements, and data ownership.Maintain data harmonization code translation tables.Communicate daily and month end environment reporting readiness to all users.Maintain and enhance tools used to support the DQM function, including exception reporting, processing dashboards, reconciliations and data repair tools.Â Â  Provide specifications and testing for new DQM tools and controls.Maintain the Data Management Group procedures.Maintain and report data quality metrics to management, including support for Sarbanes Oxley certification.Monitor compliance with service level agreements established with the business users.",0
